Country,Year,Sex,Age group,Sum of Obesity (Prevalence of BMI>2SD),Sum of Overweight (Prevalence of BMI>1SD),Sum of Underweight (Prevalence of BMI<minus1SD),Sum of GDP per Capita,Sum of Government Expenditure,Sum of Death due to illness / nutrition condition,Sum of Population
China,2009,Boys,13,0.065059807,0.219715255,0.230721769,,,126.73211005623116,28145415570.313015
China,2009,Girls,13,0.022299229,0.125969985,0.236659797,,,126.73211005623116,28145415570.313015
China,2009,Boys,14,0.050863213,0.192321018,0.235967419,,,126.73211005623116,28145415570.313015
China,2009,Girls,14,0.017240284,0.113268865,0.214140851,,,126.73211005623116,28145415570.313015
China,2009,Boys,15,0.039871705,0.167867933,0.239269442,,,126.73211005623116,28145415570.313015
China,2009,Girls,15,0.013861368,0.102651645,0.194593427,,,126.73211005623116,28145415570.313015
China,2009,Boys,16,0.032106386,0.148183142,0.240918992,,,126.73211005623116,28145415570.313015
China,2009,Girls,16,0.011982144,0.094872223,0.180906445,,,126.73211005623116,28145415570.313015
China,2009,Boys,17,0.02733008,0.134458289,0.241496763,,,126.73211005623116,28145415570.313015
China,2009,Girls,17,0.011546041,0.090727186,0.175167021,,,126.73211005623116,28145415570.313015
China,2009,Boys,18,0.025219379,0.128470134,0.241020505,,,126.73211005623116,28145415570.313015
China,2009,Girls,18,0.012587244,0.090895064,0.178987643,,,126.73211005623116,28145415570.313015
China,2009,Boys,19,0.025710717,0.157699803,0.229118002,,,126.73211005623116,28145415570.313015
China,2009,Girls,19,0.012064579,0.092457885,0.187734329,,,126.73211005623116,28145415570.313015
China,2010,Boys,5,0.134096981,0.286908471,0.14115279,,,126.73211005623116,28145415570.313015
China,2010,Girls,5,0.075180999,0.186980665,0.184185395,,,126.73211005623116,28145415570.313015
China,2010,Boys,6,0.142509196,0.284481646,0.155194762,,,126.73211005623116,28145415570.313015
China,2010,Girls,6,0.075145095,0.185992355,0.189930424,,,126.73211005623116,28145415570.313015
China,2010,Boys,7,0.147119316,0.292297093,0.167158754,,,126.73211005623116,28145415570.313015
China,2010,Girls,7,0.073082751,0.187208836,0.207831293,,,126.73211005623116,28145415570.313015
China,2010,Boys,8,0.146699443,0.303263841,0.177639359,,,126.73211005623116,28145415570.313015
China,2010,Girls,8,0.068443535,0.187533875,0.23250541,,,126.73211005623116,28145415570.313015
China,2010,Boys,9,0.140293985,0.310553311,0.187340578,,,126.73211005623116,28145415570.313015
China,2010,Girls,9,0.061215173,0.184461651,0.256410964,,,126.73211005623116,28145415570.313015
China,2010,Boys,10,0.12762606,0.306941443,0.196978141,,,126.73211005623116,28145415570.313015
China,2010,Girls,10,0.051954059,0.176274814,0.269350139,,,126.73211005623116,28145415570.313015
China,2010,Boys,11,0.110341322,0.290623345,0.206573631,,,126.73211005623116,28145415570.313015
China,2010,Girls,11,0.042004493,0.163717988,0.266846168,,,126.73211005623116,28145415570.313015
China,2010,Boys,12,0.09141028,0.265813919,0.215425914,,,126.73211005623116,28145415570.313015
China,2010,Girls,12,0.0328412,0.149164316,0.252613494,,,126.73211005623116,28145415570.313015
China,2010,Boys,13,0.073356692,0.237015712,0.222875539,,,126.73211005623116,28145415570.313015
China,2010,Girls,13,0.025302153,0.134448839,0.231894516,,,126.73211005623116,28145415570.313015
China,2010,Boys,14,0.057873655,0.208180472,0.228497348,,,126.73211005623116,28145415570.313015
China,2010,Girls,14,0.019673666,0.120942922,0.209894458,,,126.73211005623116,28145415570.313015
China,2010,Boys,15,0.045754593,0.182306637,0.232194466,,,126.73211005623116,28145415570.313015
China,2010,Girls,15,0.015890779,0.109668077,0.190778808,,,126.73211005623116,28145415570.313015
China,2010,Boys,16,0.037111895,0.161395832,0.23420378,,,126.73211005623116,28145415570.313015
China,2010,Girls,16,0.013777732,0.101432512,0.177396716,,,126.73211005623116,28145415570.313015
China,2010,Boys,17,0.031758838,0.146789305,0.235065376,,,126.73211005623116,28145415570.313015
China,2010,Girls,17,0.01328673,0.097087941,0.17180675,,,126.73211005623116,28145415570.313015
China,2010,Boys,18,0.029382226,0.140410308,0.234763616,,,126.73211005623116,28145415570.313015
China,2010,Girls,18,0.014459467,0.097353854,0.175599286,,,126.73211005623116,28145415570.313015
China,2010,Boys,19,0.029637244,0.170088906,0.222984879,,,126.73211005623116,28145415570.313015
China,2010,Girls,19,0.013782,0.09862982,0.184360823,,,126.73211005623116,28145415570.313015
China,2011,Boys,5,0.146367944,0.306487307,0.135015274,,,126.73211005623116,28145415570.313015
China,2011,Girls,5,0.0823894,0.199112796,0.179337253,,,126.73211005623116,28145415570.313015
China,2011,Boys,6,0.155356658,0.304419823,0.148537781,,,126.73211005623116,28145415570.313015
China,2011,Girls,6,0.082401694,0.198184517,0.184957721,,,126.73211005623116,28145415570.313015
China,2011,Boys,7,0.160257716,0.312624038,0.160007099,,,126.73211005623116,28145415570.313015
China,2011,Girls,7,0.080247748,0.199462487,0.20248478,,,126.73211005623116,28145415570.313015
China,2011,Boys,8,0.159853962,0.323909043,0.170032999,,,126.73211005623116,28145415570.313015
China,2011,Girls,8,0.075334337,0.199741934,0.226698923,,,126.73211005623116,28145415570.313015
China,2011,Boys,9,0.153181435,0.331316821,0.179362888,,,126.73211005623116,28145415570.313015
China,2011,Girls,9,0.06762132,0.196415968,0.250259594,,,126.73211005623116,28145415570.313015
China,2011,Boys,10,0.139944916,0.327520628,0.188768887,,,126.73211005623116,28145415570.313015
China,2011,Girls,10,0.057672137,0.187702932,0.263166203,,,126.73211005623116,28145415570.313015
China,2011,Boys,11,0.121784956,0.310668161,0.198307615,,,126.73211005623116,28145415570.313015
China,2011,Girls,11,0.046905467,0.174384995,0.260959618,,,126.73211005623116,28145415570.313015
China,2011,Boys,12,0.101717871,0.28497389,0.207275381,,,126.73211005623116,28145415570.313015
China,2011,Girls,12,0.036909844,0.158946274,0.247219591,,,126.73211005623116,28145415570.313015
China,2011,Boys,13,0.082371417,0.254984729,0.214984514,,,126.73211005623116,28145415570.313015
China,2011,Girls,13,0.028618262,0.143326523,0.227064742,,,126.73211005623116,28145415570.313015
China,2011,Boys,14,0.065586186,0.224773173,0.220957673,,,126.73211005623116,28145415570.313015
China,2011,Girls,14,0.022380582,0.128990798,0.205603988,,,126.73211005623116,28145415570.313015
China,2011,Boys,15,0.052301175,0.197512098,0.225035783,,,126.73211005623116,28145415570.313015
China,2011,Girls,15,0.018161672,0.117036329,0.186936189,,,126.73211005623116,28145415570.313015
China,2011,Boys,16,0.042735902,0.17538559,0.227399258,,,126.73211005623116,28145415570.313015
China,2011,Girls,16,0.015794879,0.108330663,0.17386892,,,126.73211005623116,28145415570.313015
China,2011,Boys,17,0.036769494,0.15989762,0.228543715,,,126.73211005623116,28145415570.313015
China,2011,Girls,17,0.015244663,0.103784785,0.16843167,,,126.73211005623116,28145415570.313015
China,2011,Boys,18,0.034108167,0.153126099,0.228417964,,,126.73211005623116,28145415570.313015
China,2011,Girls,18,0.016561572,0.104160852,0.17219243,,,126.73211005623116,28145415570.313015
China,2011,Boys,19,0.034048282,0.183091745,0.216800404,,,126.73211005623116,28145415570.313015
China,2011,Girls,19,0.015699488,0.105106594,0.180966624,,,126.73211005623116,28145415570.313015
China,2012,Boys,5,0.159062941,0.32630923,0.12902072,,,126.73211005623116,28145415570.313015
China,2012,Girls,5,0.089978154,0.211577073,0.17454601,,,126.73211005623116,28145415570.313015
China,2012,Boys,6,0.168610364,0.324613287,0.142020683,,,126.73211005623116,28145415570.313015
China,2012,Girls,6,0.090045361,0.210717998,0.180038902,,,126.73211005623116,28145415570.313015
China,2012,Boys,7,0.173789159,0.333180877,0.152998763,,,126.73211005623116,28145415570.313015
China,2012,Girls,7,0.087807498,0.212062966,0.197184947,,,126.73211005623116,28145415570.313015
China,2012,Boys,8,0.17340562,0.344751677,0.162574803,,,126.73211005623116,28145415570.313015
China,2012,Girls,8,0.082628226,0.212303172,0.220926532,,,126.73211005623116,28145415570.313015
China,2012,Boys,9,0.16649718,0.352267841,0.171532009,,,126.73211005623116,28145415570.313015
China,2012,Girls,9,0.074435993,0.208731915,0.244126408,,,126.73211005623116,28145415570.313015
China,2012,Boys,10,0.152753833,0.34832928,0.180690191,,,126.73211005623116,28145415570.313015
China,2012,Girls,10,0.063796151,0.199501712,0.256988636,,,126.73211005623116,28145415570.313015
China,2012,Boys,11,0.133797779,0.331037928,0.190139834,,,126.73211005623116,28145415570.313015
China,2012,Girls,11,0.052197229,0.185427023,0.255077844,,,126.73211005623116,28145415570.313015
China,2012,Boys,12,0.112665994,0.304579763,0.19918271,,,126.73211005623116,28145415570.313015
China,2012,Girls,12,0.041341161,0.169098351,0.241837899,,,126.73211005623116,28145415570.313015
China,2012,Boys,13,0.092070242,0.273516432,0.207112127,,,126.73211005623116,28145415570.313015
China,2012,Girls,13,0.03226052,0.152560664,0.222258781,,,126.73211005623116,28145415570.313015
China,2012,Boys,14,0.073991346,0.242019373,0.213405494,,,126.73211005623116,28145415570.313015
China,2012,Girls,14,0.02537609,0.137377102,0.201348116,,,126.73211005623116,28145415570.313015
China,2012,Boys,15,0.059520516,0.213428072,0.217844156,,,126.73211005623116,28145415570.313015
China,2012,Girls,15,0.020689692,0.124726363,0.183135355,,,126.73211005623116,28145415570.313015
China,2012,Boys,16,0.048999386,0.190114299,0.22055071,,,126.73211005623116,28145415570.313015
China,2012,Girls,16,0.018049053,0.115540522,0.170386017,,,126.73211005623116,28145415570.313015
China,2012,Boys,17,0.042389133,0.173756737,0.221972837,,,126.73211005623116,28145415570.313015
China,2012,Girls,17,0.017434866,0.110794056,0.165100932,,,126.73211005623116,28145415570.313015
China,2012,Boys,18,0.039426164,0.16659599,0.222021719,,,126.73211005623116,28145415570.313015
China,2012,Girls,18,0.018907906,0.111293087,0.168826051,,,126.73211005623116,28145415570.313015
China,2012,Boys,19,0.038974388,0.196689562,0.210597024,,,126.73211005623116,28145415570.313015
China,2012,Girls,19,0.017832146,0.1118638,0.177611816,,,126.73211005623116,28145415570.313015
China,2013,Boys,5,0.17207905,0.346188017,0.12322983,,,126.73211005623116,28145415570.313015
China,2013,Girls,5,0.097905119,0.224302438,0.169850589,,,126.73211005623116,28145415570.313015
China,2013,Boys,6,0.182158235,0.344868727,0.135711177,,,126.73211005623116,28145415570.313015
China,2013,Girls,6,0.098034109,0.22352116,0.175213795,,,126.73211005623116,28145415570.313015
China,2013,Boys,7,0.187597141,0.353769136,0.146208226,,,126.73211005623116,28145415570.313015
China,2013,Girls,7,0.095721338,0.224938419,0.191976176,,,126.73211005623116,28145415570.313015
China,2013,Boys,8,0.18723772,0.365589902,0.155345683,,,126.73211005623116,28145415570.313015
China,2013,Girls,8,0.090287886,0.225147064,0.215238651,,,126.73211005623116,28145415570.313015
China,2013,Boys,9,0.180128666,0.373203598,0.163934603,,,126.73211005623116,28145415570.313015
China,2013,Girls,9,0.081627924,0.22134309,0.238066533,,,126.73211005623116,28145415570.313015
China,2013,Boys,10,0.165949353,0.369166681,0.172833318,,,126.73211005623116,28145415570.313015
China,2013,Girls,10,0.070303598,0.211612539,0.250873261,,,126.73211005623116,28145415570.313015
China,2013,Boys,11,0.146291295,0.351538547,0.182164196,,,126.73211005623116,28145415570.313015
China,2013,Girls,11,0.057867384,0.196796107,0.249253208,,,126.73211005623116,28145415570.313015
China,2013,Boys,12,0.124186776,0.324450618,0.191241623,,,126.73211005623116,28145415570.313015
China,2013,Girls,12,0.046132101,0.179584015,0.236514953,,,126.73211005623116,28145415570.313015
China,2013,Boys,13,0.102409267,0.292449814,0.199348854,,,126.73211005623116,28145415570.313015
China,2013,Girls,13,0.036233056,0.162125158,0.21751651,,,126.73211005623116,28145415570.313015
China,2013,Boys,14,0.083068755,0.25978223,0.205925639,,,126.73211005623116,28145415570.313015
China,2013,Girls,14,0.028668931,0.146084066,0.197160372,,,126.73211005623116,28145415570.313015
China,2013,Boys,15,0.067411915,0.229942161,0.210697543,,,126.73211005623116,28145415570.313015
China,2013,Girls,15,0.023486042,0.132726306,0.179404611,,,126.73211005623116,28145415570.313015
China,2013,Boys,16,0.055915911,0.205490721,0.213729133,,,126.73211005623116,28145415570.313015
China,2013,Girls,16,0.020552501,0.123053763,0.166972674,,,126.73211005623116,28145415570.313015
China,2013,Boys,17,0.048640299,0.188291029,0.215417479,,,126.73211005623116,28145415570.313015
China,2013,Girls,17,0.019869744,0.118108719,0.161837421,,,126.73211005623116,28145415570.313015
China,2013,Boys,18,0.045363131,0.180752214,0.215635079,,,126.73211005623116,28145415570.313015
China,2013,Girls,18,0.021510357,0.11874282,0.165523352,,,126.73211005623116,28145415570.313015
China,2013,Boys,19,0.044430155,0.210793302,0.204443427,,,126.73211005623116,28145415570.313015
China,2013,Girls,19,0.020191674,0.118902222,0.174324247,,,126.73211005623116,28145415570.313015
China,2014,Boys,5,0.185368045,0.366036001,0.117659878,,,126.73211005623116,28145415570.313015
China,2014,Girls,5,0.106136854,0.237245761,0.165280236,,,126.73211005623116,28145415570.313015
China,2014,Boys,6,0.19594532,0.365091321,0.12963249,,,126.73211005623116,28145415570.313015
China,2014,Girls,6,0.10633365,0.236549883,0.170513324,,,126.73211005623116,28145415570.313015
China,2014,Boys,7,0.201623672,0.374290058,0.139662906,,,126.73211005623116,28145415570.313015
China,2014,Girls,7,0.103956058,0.238044601,0.186893635,,,126.73211005623116,28145415570.313015
China,2014,Boys,8,0.201292061,0.386323045,0.148376132,,,126.73211005623116,28145415570.313015
China,2014,Girls,8,0.098283364,0.23823052,0.209675702,,,126.73211005623116,28145415570.313015
China,2014,Boys,9,0.194019896,0.394022866,0.156603772,,,126.73211005623116,28145415570.313015
China,2014,Girls,9,0.08917284,0.234209548,0.232124527,,,126.73211005623116,28145415570.313015
China,2014,Boys,10,0.179480412,0.389931699,0.165234221,,,126.73211005623116,28145415570.313015
China,2014,Girls,10,0.077178183,0.224001232,0.244865549,,,126.73211005623116,28145415570.313015
China,2014,Boys,11,0.159223469,0.372070799,0.174419506,,,126.73211005623116,28145415570.313015
China,2014,Girls,11,0.063908773,0.208465962,0.243528678,,,126.73211005623116,28145415570.313015
China,2014,Boys,12,0.136252245,0.344493677,0.183492634,,,126.73211005623116,28145415570.313015
China,2014,Girls,12,0.051284055,0.190385459,0.231289124,,,126.73211005623116,28145415570.313015
China,2014,Boys,13,0.113378427,0.311704308,0.191735024,,,126.73211005623116,28145415570.313015
China,2014,Girls,13,0.040543915,0.172009779,0.212870782,,,126.73211005623116,28145415570.313015
China,2014,Boys,14,0.092826967,0.277997745,0.198556413,,,126.73211005623116,28145415570.313015
China,2014,Girls,14,0.032271493,0.155107255,0.19306814,,,126.73211005623116,28145415570.313015
China,2014,Boys,15,0.075999915,0.247008064,0.203631037,,,126.73211005623116,28145415570.313015
China,2014,Girls,15,0.026565528,0.141035564,0.175766634,,,126.73211005623116,28145415570.313015
China,2014,Boys,16,0.063521491,0.221484177,0.20696592,,,126.73211005623116,28145415570.313015
China,2014,Girls,16,0.023321248,0.130872026,0.163648074,,,126.73211005623116,28145415570.313015
China,2014,Boys,17,0.055565752,0.203481278,0.208905273,,,126.73211005623116,28145415570.313015
China,2014,Girls,17,0.022565944,0.125731404,0.158658257,,,126.73211005623116,28145415570.313015
China,2014,Boys,18,0.0519646,0.195581433,0.209282293,,,126.73211005623116,28145415570.313015
China,2014,Girls,18,0.024385626,0.126512468,0.162300875,,,126.73211005623116,28145415570.313015
China,2014,Boys,19,0.050456284,0.225384456,0.198365566,,,126.73211005623116,28145415570.313015
China,2014,Girls,19,0.022788385,0.12622016,0.171119991,,,126.73211005623116,28145415570.313015
China,2015,Boys,5,0.198763004,0.385715243,0.11232856,,,126.73211005623116,28145415570.313015
China,2015,Girls,5,0.114595121,0.250307188,0.160844106,,,126.73211005623116,28145415570.313015
China,2015,Boys,6,0.209796231,0.385133895,0.123806524,,,126.73211005623116,28145415570.313015
China,2015,Girls,6,0.114864393,0.249702538,0.165948396,,,126.73211005623116,28145415570.313015
China,2015,Boys,7,0.215689255,0.394594602,0.133387661,,,126.73211005623116,28145415570.313015
China,2015,Girls,7,0.112433302,0.251279667,0.181949414,,,126.73211005623116,28145415570.313015
China,2015,Boys,8,0.215388073,0.406804518,0.141693046,,,126.73211005623116,28145415570.313015
China,2015,Girls,8,0.106540763,0.251453919,0.204250294,,,126.73211005623116,28145415570.313015
China,2015,Boys,9,0.207992259,0.41458333,0.149567976,,,126.73211005623116,28145415570.313015
China,2015,Girls,9,0.097004977,0.247237159,0.226312351,,,126.73211005623116,28145415570.313015
China,2015,Boys,10,0.193174427,0.410485837,0.157922833,,,126.73211005623116,28145415570.313015
China,2015,Girls,10,0.084365697,0.236582657,0.238975144,,,126.73211005623116,28145415570.313015
China,2015,Boys,11,0.172433843,0.39250041,0.166936711,,,126.73211005623116,28145415570.313015
China,2015,Girls,11,0.070280717,0.220363062,0.237910312,,,126.73211005623116,28145415570.313015
China,2015,Boys,12,0.148721563,0.364582762,0.175966256,,,126.73211005623116,28145415570.313015
China,2015,Girls,12,0.05676965,0.201441677,0.22616279,,,126.73211005623116,28145415570.313015
China,2015,Boys,13,0.124863016,0.331167751,0.184298706,,,126.73211005623116,28145415570.313015
China,2015,Girls,13,0.045176993,0.182165301,0.208321168,,,126.73211005623116,28145415570.313015
China,2015,Boys,14,0.10318028,0.296572837,0.19132166,,,126.73211005623116,28145415570.313015
China,2015,Girls,14,0.03617597,0.164407251,0.189069386,,,126.73211005623116,28145415570.313015
China,2015,Boys,15,0.085226098,0.264553641,0.196663342,,,126.73211005623116,28145415570.313015
China,2015,Girls,15,0.029925671,0.149621985,0.172218778,,,126.73211005623116,28145415570.313015
China,2015,Boys,16,0.071779793,0.238041628,0.200274717,,,126.73211005623116,28145415570.313015
China,2015,Girls,16,0.026355663,0.138967758,0.160409506,,,126.73211005623116,28145415570.313015
China,2015,Boys,17,0.06314442,0.219288927,0.202445678,,,126.73211005623116,28145415570.313015
China,2015,Girls,17,0.025524588,0.133636368,0.155560825,,,126.73211005623116,28145415570.313015
China,2015,Boys,18,0.059217474,0.211053268,0.202969846,,,126.73211005623116,28145415570.313015
China,2015,Girls,18,0.027533451,0.134574653,0.159156173,,,126.73211005623116,28145415570.313015
China,2015,Boys,19,0.057032282,0.240434282,0.19236888,,,126.73211005623116,28145415570.313015
China,2015,Girls,19,0.025619024,0.133782805,0.167997514,,,126.73211005623116,28145415570.313015
China,2016,Boys,5,0.212097838,0.40501912,0.107272472,,,126.73211005623116,28145415570.313015
China,2016,Girls,5,0.123200686,0.263374624,0.156562489,,,126.73211005623116,28145415570.313015
China,2016,Boys,6,0.223538477,0.404784189,0.118273895,,,126.73211005623116,28145415570.313015
China,2016,Girls,6,0.123546583,0.262867099,0.161538785,,,126.73211005623116,28145415570.313015
China,2016,Boys,7,0.229618731,0.414468798,0.127426576,,,126.73211005623116,28145415570.313015
China,2016,Girls,7,0.121074538,0.264531932,0.177165448,,,126.73211005623116,28145415570.313015
China,2016,Boys,8,0.229350017,0.42682026,0.135343769,,,126.73211005623116,28145415570.313015
China,2016,Girls,8,0.114985074,0.264706963,0.198987884,,,126.73211005623116,28145415570.313015
China,2016,Boys,9,0.221870663,0.434670729,0.14287784,,,126.73211005623116,28145415570.313015
China,2016,Girls,9,0.105055846,0.260319143,0.220658416,,,126.73211005623116,28145415570.313015
China,2016,Boys,10,0.206858533,0.430612833,0.150953213,,,126.73211005623116,28145415570.313015
China,2016,Girls,10,0.091807476,0.249256695,0.233230427,,,126.73211005623116,28145415570.313015
China,2016,Boys,11,0.185755764,0.412608647,0.159772936,,,126.73211005623116,28145415570.313015
China,2016,Girls,11,0.076936876,0.232397113,0.232422951,,,126.73211005623116,28145415570.313015
China,2016,Boys,12,0.161441091,0.384500492,0.168721251,,,126.73211005623116,28145415570.313015
China,2016,Girls,12,0.062555539,0.212674128,0.221155294,,,126.73211005623116,28145415570.313015
China,2016,Boys,13,0.136729744,0.350631271,0.177098136,,,126.73211005623116,28145415570.313015
China,2016,Girls,13,0.050110679,0.192525188,0.203881193,,,126.73211005623116,28145415570.313015
China,2016,Boys,14,0.114020495,0.315314535,0.184277109,,,126.73211005623116,28145415570.313015
China,2016,Girls,14,0.040369897,0.173928197,0.185172647,,,126.73211005623116,28145415570.313015
China,2016,Boys,15,0.09500752,0.282406144,0.189846756,,,126.73211005623116,28145415570.313015
China,2016,Girls,15,0.033560156,0.15843806,0.168765917,,,126.73211005623116,28145415570.313015
China,2016,Boys,16,0.080628944,0.255010126,0.193704894,,,126.73211005623116,28145415570.313015
China,2016,Girls,16,0.029652821,0.147299022,0.15725956,,,126.73211005623116,28145415570.313015
China,2016,Boys,17,0.071328447,0.23557584,0.196086874,,,126.73211005623116,28145415570.313015
China,2016,Girls,17,0.028743608,0.141784112,0.152546759,,,126.73211005623116,28145415570.313015
China,2016,Boys,18,0.067079843,0.227035922,0.19674684,,,126.73211005623116,28145415570.313015
China,2016,Girls,18,0.030950267,0.14288904,0.156091223,,,126.73211005623116,28145415570.313015
China,2016,Boys,19,0.064120776,0.255815929,0.186489335,,,126.73211005623116,28145415570.313015
China,2016,Girls,19,0.028683326,0.141559487,0.164957045,,,126.73211005623116,28145415570.313015
China,2017,Boys,5,,,,,,126.73211005623116,28145415570.313015
China,2017,Girls,5,,,,,,126.73211005623116,28145415570.313015
China,2017,Boys,6,,,,,,126.73211005623116,28145415570.313015
China,2017,Girls,6,,,,,,126.73211005623116,28145415570.313015
China,2017,Boys,7,,,,,,126.73211005623116,28145415570.313015
China,2017,Girls,7,,,,,,126.73211005623116,28145415570.313015
China,2017,Boys,8,,,,,,126.73211005623116,28145415570.313015
China,2017,Girls,8,,,,,,126.73211005623116,28145415570.313015
China,2017,Boys,9,,,,,,126.73211005623116,28145415570.313015
China,2017,Girls,9,,,,,,126.73211005623116,28145415570.313015
China,2017,Boys,10,,,,,,126.73211005623116,28145415570.313015
China,2017,Girls,10,,,,,,126.73211005623116,28145415570.313015
China,2017,Boys,11,,,,,,126.73211005623116,28145415570.313015
China,2017,Girls,11,,,,,,126.73211005623116,28145415570.313015
China,2017,Boys,12,,,,,,126.73211005623116,28145415570.313015
China,2017,Girls,12,,,,,,126.73211005623116,28145415570.313015
China,2017,Boys,13,,,,,,126.73211005623116,28145415570.313015
China,2017,Girls,13,,,,,,126.73211005623116,28145415570.313015
China,2017,Boys,14,,,,,,126.73211005623116,28145415570.313015
China,2017,Girls,14,,,,,,126.73211005623116,28145415570.313015
China,2017,Boys,15,,,,,,126.73211005623116,28145415570.313015
China,2017,Girls,15,,,,,,126.73211005623116,28145415570.313015
China,2017,Boys,16,,,,,,126.73211005623116,28145415570.313015
China,2017,Girls,16,,,,,,126.73211005623116,28145415570.313015
China,2017,Boys,17,,,,,,126.73211005623116,28145415570.313015
China,2017,Girls,17,,,,,,126.73211005623116,28145415570.313015
China,2017,Boys,18,,,,,,126.73211005623116,28145415570.313015
China,2017,Girls,18,,,,,,126.73211005623116,28145415570.313015
China,2017,Boys,19,,,,,,126.73211005623116,28145415570.313015
China,2017,Girls,19,,,,,,126.73211005623116,28145415570.313015
China,2018,Boys,5,,,,,,126.73211005623116,28145415570.313015
China,2018,Girls,5,,,,,,126.73211005623116,28145415570.313015
China,2018,Boys,6,,,,,,126.73211005623116,28145415570.313015
China,2018,Girls,6,,,,,,126.73211005623116,28145415570.313015
China,2018,Boys,7,,,,,,126.73211005623116,28145415570.313015
China,2018,Girls,7,,,,,,126.73211005623116,28145415570.313015
China,2018,Boys,8,,,,,,126.73211005623116,28145415570.313015
China,2018,Girls,8,,,,,,126.73211005623116,28145415570.313015
China,2018,Boys,9,,,,,,126.73211005623116,28145415570.313015
China,2018,Girls,9,,,,,,126.73211005623116,28145415570.313015
China,2018,Boys,10,,,,,,126.73211005623116,28145415570.313015
China,2018,Girls,10,,,,,,126.73211005623116,28145415570.313015
China,2018,Boys,11,,,,,,126.73211005623116,28145415570.313015
China,2018,Girls,11,,,,,,126.73211005623116,28145415570.313015
China,2018,Boys,12,,,,,,126.73211005623116,28145415570.313015
China,2018,Girls,12,,,,,,126.73211005623116,28145415570.313015
China,2018,Boys,13,,,,,,126.73211005623116,28145415570.313015
China,2018,Girls,13,,,,,,126.73211005623116,28145415570.313015
China,2018,Boys,14,,,,,,126.73211005623116,28145415570.313015
China,2018,Girls,14,,,,,,126.73211005623116,28145415570.313015
China,2018,Boys,15,,,,,,126.73211005623116,28145415570.313015
China,2018,Girls,15,,,,,,126.73211005623116,28145415570.313015
China,2018,Boys,16,,,,,,126.73211005623116,28145415570.313015
China,2018,Girls,16,,,,,,126.73211005623116,28145415570.313015
China,2018,Boys,17,,,,,,126.73211005623116,28145415570.313015
China,2018,Girls,17,,,,,,126.73211005623116,28145415570.313015
China,2018,Boys,18,,,,,,126.73211005623116,28145415570.313015
China,2018,Girls,18,,,,,,126.73211005623116,28145415570.313015
China,2018,Boys,19,,,,,,126.73211005623116,28145415570.313015
China,2018,Girls,19,,,,,,126.73211005623116,28145415570.313015
China,2019,Boys,5,,,,,,126.73211005623116,28145415570.313015
China,2019,Girls,5,,,,,,126.73211005623116,28145415570.313015
China,2019,Boys,6,,,,,,126.73211005623116,28145415570.313015
China,2019,Girls,6,,,,,,126.73211005623116,28145415570.313015
China,2019,Boys,7,,,,,,126.73211005623116,28145415570.313015
China,2019,Girls,7,,,,,,126.73211005623116,28145415570.313015
China,2019,Boys,8,,,,,,126.73211005623116,28145415570.313015
China,2019,Girls,8,,,,,,126.73211005623116,28145415570.313015
China,2019,Boys,9,,,,,,126.73211005623116,28145415570.313015
China,2019,Girls,9,,,,,,126.73211005623116,28145415570.313015
China,2019,Boys,10,,,,,,126.73211005623116,28145415570.313015
China,2019,Girls,10,,,,,,126.73211005623116,28145415570.313015
China,2019,Boys,11,,,,,,126.73211005623116,28145415570.313015
China,2019,Girls,11,,,,,,126.73211005623116,28145415570.313015
China,2019,Boys,12,,,,,,126.73211005623116,28145415570.313015
China,2019,Girls,12,,,,,,126.73211005623116,28145415570.313015
China,2019,Boys,13,,,,,,126.73211005623116,28145415570.313015
China,2019,Girls,13,,,,,,126.73211005623116,28145415570.313015
China,2019,Boys,14,,,,,,126.73211005623116,28145415570.313015
China,2019,Girls,14,,,,,,126.73211005623116,28145415570.313015
China,2019,Boys,15,,,,,,126.73211005623116,28145415570.313015
China,2019,Girls,15,,,,,,126.73211005623116,28145415570.313015
China,2019,Boys,16,,,,,,126.73211005623116,28145415570.313015
China,2019,Girls,16,,,,,,126.73211005623116,28145415570.313015
China,2019,Boys,17,,,,,,126.73211005623116,28145415570.313015
China,2019,Girls,17,,,,,,126.73211005623116,28145415570.313015
China,2019,Boys,18,,,,,,126.73211005623116,28145415570.313015
China,2019,Girls,18,,,,,,126.73211005623116,28145415570.313015
China,2019,Boys,19,,,,,,126.73211005623116,28145415570.313015
China,2019,Girls,19,,,,,,126.73211005623116,28145415570.313015
China (Hong Kong SAR),2000,Boys,5,0.0934269,0.256602167,0.176892559,,,,
China (Hong Kong SAR),2000,Girls,5,0.048645903,0.153176615,0.214693058,,,,
China (Hong Kong SAR),2000,Boys,6,0.106331622,0.259632235,0.187093139,,,,
China (Hong Kong SAR),2000,Girls,6,0.053198239,0.159988528,0.215916201,,,,
China (Hong Kong SAR),2000,Boys,7,0.116581121,0.274069314,0.195076566,,,,
China (Hong Kong SAR),2000,Girls,7,0.056227364,0.169079817,0.231217357,,,,
China (Hong Kong SAR),2000,Boys,8,0.122521982,0.292253401,0.20154715,,,,
China (Hong Kong SAR),2000,Girls,8,0.056927681,0.177353721,0.253768777,,,,
China (Hong Kong SAR),2000,Boys,9,0.122839328,0.306772441,0.207346648,,,,
China (Hong Kong SAR),2000,Girls,9,0.054912525,0.182034384,0.275155424,,,,
