Country,Year,Sex,Age group,Sum of Obesity (Prevalence of BMI>2SD),Sum of Overweight (Prevalence of BMI>1SD),Sum of Underweight (Prevalence of BMI<minus1SD),Sum of GDP per Capita,Sum of Government Expenditure,Sum of Death due to illness / nutrition condition,Sum of Population
China (Hong Kong SAR),2000,Boys,10,0.116896145,0.309966673,0.213378063,,,,
China (Hong Kong SAR),2000,Girls,10,0.050327327,0.181031846,0.284972752,,,,
China (Hong Kong SAR),2000,Boys,11,0.105858285,0.299754809,0.219829429,,,,
China (Hong Kong SAR),2000,Girls,11,0.044152148,0.174701559,0.279259075,,,,
China (Hong Kong SAR),2000,Boys,12,0.092229328,0.280122315,0.226087359,,,,
China (Hong Kong SAR),2000,Girls,12,0.037725558,0.165208682,0.262245758,,,,
China (Hong Kong SAR),2000,Boys,13,0.078284154,0.255409342,0.231508288,,,,
China (Hong Kong SAR),2000,Girls,13,0.032021853,0.154455578,0.239298332,,,,
China (Hong Kong SAR),2000,Boys,14,0.065735494,0.22957439,0.235598796,,,,
China (Hong Kong SAR),2000,Girls,14,0.027647116,0.144119078,0.215567894,,,,
China (Hong Kong SAR),2000,Boys,15,0.055644423,0.205852523,0.238110513,,,,
China (Hong Kong SAR),2000,Girls,15,0.024952911,0.13571157,0.195138003,,,,
China (Hong Kong SAR),2000,Boys,16,0.048554291,0.186686371,0.239065687,,,,
China (Hong Kong SAR),2000,Girls,16,0.024247668,0.130689004,0.180793657,,,,
China (Hong Kong SAR),2000,Boys,17,0.044800565,0.174005405,0.238744161,,,,
China (Hong Kong SAR),2000,Girls,17,0.026123075,0.130772932,0.174529778,,,,
China (Hong Kong SAR),2000,Boys,18,0.044616348,0.170473188,0.236633748,,,,
China (Hong Kong SAR),2000,Girls,18,0.031508211,0.137868534,0.177949438,,,,
China (Hong Kong SAR),2000,Boys,19,0.047115146,0.204586638,0.218595534,,,,
China (Hong Kong SAR),2000,Girls,19,0.03507672,0.147195515,0.191472352,,,,
China (Hong Kong SAR),2001,Boys,5,0.09622966,0.261066132,0.175124542,,,,
China (Hong Kong SAR),2001,Girls,5,0.049432148,0.154742945,0.214293858,,,,
China (Hong Kong SAR),2001,Boys,6,0.109448136,0.264321517,0.185219848,,,,
China (Hong Kong SAR),2001,Girls,6,0.05405542,0.1616394,0.215504853,,,,
China (Hong Kong SAR),2001,Boys,7,0.119926083,0.278992531,0.193107203,,,,
China (Hong Kong SAR),2001,Girls,7,0.057134818,0.170823145,0.230800928,,,,
China (Hong Kong SAR),2001,Boys,8,0.125991968,0.297362715,0.199497223,,,,
China (Hong Kong SAR),2001,Girls,8,0.057851987,0.179167447,0.253356451,,,,
China (Hong Kong SAR),2001,Boys,9,0.1263195,0.311974398,0.205242171,,,,
China (Hong Kong SAR),2001,Girls,9,0.055813068,0.183872305,0.274757489,,,,
China (Hong Kong SAR),2001,Boys,10,0.120268959,0.31513956,0.21125535,,,,
China (Hong Kong SAR),2001,Girls,10,0.051164842,0.182836113,0.284593596,,,,
China (Hong Kong SAR),2001,Boys,11,0.109021613,0.304780332,0.217726888,,,,
China (Hong Kong SAR),2001,Girls,11,0.044900515,0.176423854,0.278894154,,,,
China (Hong Kong SAR),2001,Boys,12,0.09511236,0.284905791,0.224036624,,,,
China (Hong Kong SAR),2001,Girls,12,0.038376962,0.166820659,0.261886376,,,,
China (Hong Kong SAR),2001,Boys,13,0.080852307,0.259882452,0.229530885,,,,
China (Hong Kong SAR),2001,Girls,13,0.032583334,0.155946184,0.238937335,,,,
China (Hong Kong SAR),2001,Boys,14,0.067993601,0.233705606,0.233703711,,,,
China (Hong Kong SAR),2001,Girls,14,0.02813688,0.145494904,0.215203314,,,,
China (Hong Kong SAR),2001,Boys,15,0.057633489,0.209654954,0.23629437,,,,
China (Hong Kong SAR),2001,Girls,15,0.025396989,0.13699709,0.194772326,,,,
China (Hong Kong SAR),2001,Boys,16,0.050343603,0.190218375,0.237315432,,,,
China (Hong Kong SAR),2001,Girls,16,0.0246788,0.131926365,0.180430539,,,,
China (Hong Kong SAR),2001,Boys,17,0.046481497,0.177367573,0.237040308,,,,
China (Hong Kong SAR),2001,Girls,17,0.026584292,0.132024441,0.174171333,,,,
China (Hong Kong SAR),2001,Boys,18,0.046293508,0.173806611,0.234952001,,,,
China (Hong Kong SAR),2001,Girls,18,0.032056198,0.13921684,0.177594165,,,,
China (Hong Kong SAR),2001,Boys,19,0.048752021,0.208005821,0.216976591,,,,
China (Hong Kong SAR),2001,Girls,19,0.035655931,0.148576648,0.191126023,,,,
China (Hong Kong SAR),2002,Boys,5,0.099185615,0.265705478,0.173310446,,,,
China (Hong Kong SAR),2002,Girls,5,0.050303058,0.156416562,0.213833343,,,,
China (Hong Kong SAR),2002,Boys,6,0.112731246,0.269198027,0.183293769,,,,
China (Hong Kong SAR),2002,Girls,6,0.055002667,0.16340247,0.21503039,,,,
China (Hong Kong SAR),2002,Boys,7,0.123446297,0.284109122,0.191079105,,,,
China (Hong Kong SAR),2002,Girls,7,0.058135569,0.172682126,0.230315651,,,,
China (Hong Kong SAR),2002,Boys,8,0.129641894,0.302667225,0.197383398,,,,
China (Hong Kong SAR),2002,Girls,8,0.058870096,0.181098182,0.252867796,,,,
China (Hong Kong SAR),2002,Boys,9,0.129981124,0.317370871,0.203069516,,,,
China (Hong Kong SAR),2002,Girls,9,0.056804893,0.185826033,0.274277007,,,,
China (Hong Kong SAR),2002,Boys,10,0.123822129,0.32050609,0.209061143,,,,
China (Hong Kong SAR),2002,Girls,10,0.05208826,0.184752296,0.284130262,,,,
China (Hong Kong SAR),2002,Boys,11,0.112361463,0.309999054,0.215550699,,,,
China (Hong Kong SAR),2002,Girls,11,0.045727371,0.178252012,0.278448697,,,,
China (Hong Kong SAR),2002,Boys,12,0.098164863,0.289881043,0.221911574,,,,
China (Hong Kong SAR),2002,Girls,12,0.039098615,0.168531274,0.26145349,,,,
China (Hong Kong SAR),2002,Boys,13,0.083579824,0.264543705,0.227480146,,,,
China (Hong Kong SAR),2002,Girls,13,0.033207122,0.157528033,0.238511285,,,,
China (Hong Kong SAR),2002,Boys,14,0.070399163,0.238019039,0.231737747,,,,
China (Hong Kong SAR),2002,Girls,14,0.028682327,0.146955447,0.214781843,,,,
China (Hong Kong SAR),2002,Boys,15,0.059758359,0.213632576,0.234410831,,,,
China (Hong Kong SAR),2002,Girls,15,0.02589228,0.138362659,0.19435639,,,,
China (Hong Kong SAR),2002,Boys,16,0.052259562,0.193919452,0.235501722,,,,
China (Hong Kong SAR),2002,Girls,16,0.025159554,0.133241887,0.180021475,,,,
China (Hong Kong SAR),2002,Boys,17,0.048284456,0.180895867,0.235276812,,,,
China (Hong Kong SAR),2002,Girls,17,0.027097291,0.13335599,0.173768364,,,,
China (Hong Kong SAR),2002,Boys,18,0.048093731,0.177307545,0.233213866,,,,
China (Hong Kong SAR),2002,Girls,18,0.032662793,0.140651847,0.177192232,,,,
China (Hong Kong SAR),2002,Boys,19,0.050498618,0.211571051,0.215306368,,,,
China (Hong Kong SAR),2002,Girls,19,0.036296713,0.150047345,0.190729313,,,,
China (Hong Kong SAR),2003,Boys,5,0.102298398,0.270542209,0.171451545,,,,
China (Hong Kong SAR),2003,Girls,5,0.051259018,0.158219631,0.213290138,,,,
China (Hong Kong SAR),2003,Boys,6,0.116182008,0.27428153,0.181316622,,,,
China (Hong Kong SAR),2003,Girls,6,0.056041686,0.16530178,0.214471465,,,,
China (Hong Kong SAR),2003,Boys,7,0.127139725,0.289436111,0.188994888,,,,
China (Hong Kong SAR),2003,Girls,7,0.059232151,0.174682633,0.229737938,,,,
China (Hong Kong SAR),2003,Boys,8,0.133466971,0.308181351,0.195209485,,,,
China (Hong Kong SAR),2003,Girls,8,0.059985122,0.18317347,0.252276066,,,,
China (Hong Kong SAR),2003,Boys,9,0.133817747,0.322974398,0.200833675,,,,
China (Hong Kong SAR),2003,Girls,9,0.057891614,0.187924493,0.273684502,,,,
China (Hong Kong SAR),2003,Boys,10,0.12754913,0.326078289,0.206801265,,,,
China (Hong Kong SAR),2003,Girls,10,0.053101667,0.186810271,0.283552273,,,,
China (Hong Kong SAR),2003,Boys,11,0.115872728,0.315423997,0.213307044,,,,
China (Hong Kong SAR),2003,Girls,11,0.046637217,0.180216389,0.277893332,,,,
China (Hong Kong SAR),2003,Boys,12,0.101384015,0.295063077,0.219718357,,,,
China (Hong Kong SAR),2003,Girls,12,0.039895295,0.17037092,0.260920413,,,,
China (Hong Kong SAR),2003,Boys,13,0.086466341,0.269410407,0.2253619,,,,
China (Hong Kong SAR),2003,Girls,13,0.03389815,0.159231194,0.2379971,,,,
China (Hong Kong SAR),2003,Boys,14,0.072953817,0.242533947,0.229706205,,,,
China (Hong Kong SAR),2003,Girls,14,0.029288475,0.148530229,0.214284158,,,,
China (Hong Kong SAR),2003,Boys,15,0.062021777,0.217805788,0.232464464,,,,
China (Hong Kong SAR),2003,Girls,15,0.026443896,0.139837207,0.193874079,,,,
China (Hong Kong SAR),2003,Boys,16,0.054304929,0.19781012,0.233628112,,,,
China (Hong Kong SAR),2003,Girls,16,0.0256952,0.134664036,0.179552522,,,,
China (Hong Kong SAR),2003,Boys,17,0.050211018,0.184609822,0.233455854,,,,
China (Hong Kong SAR),2003,Girls,17,0.027667548,0.134795845,0.173307741,,,,
China (Hong Kong SAR),2003,Boys,18,0.050016584,0.180993985,0.231419915,,,,
China (Hong Kong SAR),2003,Girls,18,0.033333358,0.142201412,0.17672989,,,,
China (Hong Kong SAR),2003,Boys,19,0.052368077,0.21531338,0.21358522,,,,
China (Hong Kong SAR),2003,Girls,19,0.036999371,0.151627056,0.190269877,,,,
China (Hong Kong SAR),2004,Boys,5,0.105577572,0.275566518,0.169541572,,,,
China (Hong Kong SAR),2004,Girls,5,0.052281877,0.16013299,0.212685569,,,,
China (Hong Kong SAR),2004,Boys,6,0.119808501,0.279561545,0.179284281,,,,
China (Hong Kong SAR),2004,Girls,6,0.057151781,0.167315651,0.213849626,,,,
China (Hong Kong SAR),2004,Boys,7,0.131013992,0.294961908,0.186852181,,,,
China (Hong Kong SAR),2004,Girls,7,0.060402713,0.17680167,0.229091291,,,,
China (Hong Kong SAR),2004,Boys,8,0.137475213,0.313892369,0.192974475,,,,
China (Hong Kong SAR),2004,Girls,8,0.061175395,0.185370157,0.251607082,,,,
China (Hong Kong SAR),2004,Boys,9,0.137838323,0.328771515,0.198534511,,,,
China (Hong Kong SAR),2004,Girls,9,0.059052781,0.190145249,0.273007343,,,,
China (Hong Kong SAR),2004,Boys,10,0.131460064,0.331842703,0.20447582,,,,
China (Hong Kong SAR),2004,Girls,10,0.054186441,0.188988799,0.282887037,,,,
China (Hong Kong SAR),2004,Boys,11,0.119566539,0.321042447,0.21099565,,,,
China (Hong Kong SAR),2004,Girls,11,0.047613459,0.182297052,0.27725412,,,,
China (Hong Kong SAR),2004,Boys,12,0.104781631,0.300440295,0.217455917,,,,
China (Hong Kong SAR),2004,Girls,12,0.04075235,0.172320846,0.260311082,,,,
China (Hong Kong SAR),2004,Boys,13,0.089523909,0.274472159,0.223174147,,,,
China (Hong Kong SAR),2004,Girls,13,0.034643396,0.161037824,0.237416304,,,,
China (Hong Kong SAR),2004,Boys,14,0.075669468,0.247241029,0.227606197,,,,
China (Hong Kong SAR),2004,Girls,14,0.029943483,0.15020196,0.213729512,,,,
China (Hong Kong SAR),2004,Boys,15,0.064435309,0.222166178,0.230451712,,,,
China (Hong Kong SAR),2004,Girls,15,0.027040636,0.14140358,0.193342895,,,,
China (Hong Kong SAR),2004,Boys,16,0.056490961,0.20188261,0.231690691,,,,
China (Hong Kong SAR),2004,Girls,16,0.026274571,0.136175291,0.179040289,,,,
China (Hong Kong SAR),2004,Boys,17,0.052272389,0.188502058,0.23157351,,,,
China (Hong Kong SAR),2004,Girls,17,0.028283252,0.136325481,0.17280644,,,,
China (Hong Kong SAR),2004,Boys,18,0.052072993,0.184858143,0.229566536,,,,
China (Hong Kong SAR),2004,Girls,18,0.03405492,0.143845535,0.176226003,,,,
China (Hong Kong SAR),2004,Boys,19,0.054352066,0.219208981,0.211812366,,,,
China (Hong Kong SAR),2004,Girls,19,0.037753671,0.153298114,0.189764123,,,,
China (Hong Kong SAR),2005,Boys,5,0.109021808,0.28080291,0.167602092,,,,
China (Hong Kong SAR),2005,Girls,5,0.05337532,0.162156,0.212018505,,,,
China (Hong Kong SAR),2005,Boys,6,0.123606597,0.285059268,0.177217836,,,,
China (Hong Kong SAR),2005,Girls,6,0.058337866,0.169444371,0.213164479,,,,
China (Hong Kong SAR),2005,Boys,7,0.135062455,0.300705952,0.184671303,,,,
China (Hong Kong SAR),2005,Girls,7,0.061653191,0.179040081,0.228374648,,,,
China (Hong Kong SAR),2005,Boys,8,0.141658131,0.31981929,0.190697642,,,,
China (Hong Kong SAR),2005,Girls,8,0.062447572,0.187689378,0.250858171,,,,
China (Hong Kong SAR),2005,Boys,9,0.142033541,0.334781755,0.196190103,,,,
China (Hong Kong SAR),2005,Girls,9,0.060295494,0.192489668,0.272240966,,,,
China (Hong Kong SAR),2005,Boys,10,0.135546144,0.337820084,0.202101835,,,,
China (Hong Kong SAR),2005,Girls,10,0.055349868,0.191289512,0.282128798,,,,
China (Hong Kong SAR),2005,Boys,11,0.123435948,0.326876963,0.208632802,,,,
China (Hong Kong SAR),2005,Girls,11,0.048663326,0.1844959,0.276525208,,,,
China (Hong Kong SAR),2005,Boys,12,0.108353463,0.30603749,0.215140064,,,,
China (Hong Kong SAR),2005,Girls,12,0.041676769,0.174383234,0.25962027,,,,
China (Hong Kong SAR),2005,Boys,13,0.092751255,0.279756058,0.220932423,,,,
China (Hong Kong SAR),2005,Girls,13,0.035449529,0.162950471,0.236764532,,,,
China (Hong Kong SAR),2005,Boys,14,0.07854755,0.252169326,0.225453161,,,,
China (Hong Kong SAR),2005,Girls,14,0.030653738,0.151973676,0.213114244,,,,
China (Hong Kong SAR),2005,Boys,15,0.067002499,0.226744091,0.228388077,,,,
China (Hong Kong SAR),2005,Girls,15,0.02768877,0.14306545,0.192759534,,,,
China (Hong Kong SAR),2005,Boys,16,0.058822655,0.206167887,0.229705174,,,,
China (Hong Kong SAR),2005,Girls,16,0.026904109,0.137780158,0.17848145,,,,
China (Hong Kong SAR),2005,Boys,17,0.05447445,0.192603619,0.229645834,,,,
China (Hong Kong SAR),2005,Girls,17,0.028951423,0.13795051,0.172260685,,,,
China (Hong Kong SAR),2005,Boys,18,0.054269477,0.188931188,0.227670078,,,,
China (Hong Kong SAR),2005,Girls,18,0.034835549,0.145591014,0.175675884,,,,
China (Hong Kong SAR),2005,Boys,19,0.056462999,0.223293626,0.20999914,,,,
China (Hong Kong SAR),2005,Girls,19,0.038568034,0.155062517,0.189207469,,,,
China (Hong Kong SAR),2006,Boys,5,0.112646011,0.286247955,0.165610694,,,,
China (Hong Kong SAR),2006,Girls,5,0.054583126,0.164337627,0.211248342,,,,
China (Hong Kong SAR),2006,Boys,6,0.12758809,0.290770118,0.175094071,,,,
China (Hong Kong SAR),2006,Girls,6,0.059645098,0.171738736,0.212374397,,,,
China (Hong Kong SAR),2006,Boys,7,0.139294634,0.306660852,0.182428724,,,,
China (Hong Kong SAR),2006,Girls,7,0.063029281,0.181449656,0.227544405,,,,
China (Hong Kong SAR),2006,Boys,8,0.146024157,0.325951829,0.18835536,,,,
China (Hong Kong SAR),2006,Girls,8,0.063846977,0.190183067,0.249983756,,,,
China (Hong Kong SAR),2006,Boys,9,0.146411989,0.340992872,0.19377675,,,,
China (Hong Kong SAR),2006,Girls,9,0.061663696,0.195008923,0.271338739,,,,
China (Hong Kong SAR),2006,Boys,10,0.139817128,0.343997867,0.199655266,,,,
China (Hong Kong SAR),2006,Girls,10,0.056633488,0.193761822,0.281231358,,,,
China (Hong Kong SAR),2006,Boys,11,0.127492408,0.33291629,0.206193747,,,,
China (Hong Kong SAR),2006,Girls,11,0.049825128,0.186859674,0.275662203,,,,
China (Hong Kong SAR),2006,Boys,12,0.112112633,0.311845762,0.212745151,,,,
China (Hong Kong SAR),2006,Girls,12,0.042703164,0.176601568,0.258806237,,,,
China (Hong Kong SAR),2006,Boys,13,0.096162724,0.285256078,0.218610244,,,,
China (Hong Kong SAR),2006,Girls,13,0.036347428,0.165009189,0.236003091,,,,
China (Hong Kong SAR),2006,Boys,14,0.081602991,0.257315783,0.223219997,,,,
China (Hong Kong SAR),2006,Girls,14,0.031446828,0.153882324,0.21240263,,,,
China (Hong Kong SAR),2006,Boys,15,0.069738296,0.231539261,0.226246109,,,,
China (Hong Kong SAR),2006,Girls,15,0.02841348,0.144857436,0.192090695,,,,
China (Hong Kong SAR),2006,Boys,16,0.061314656,0.210668182,0.227643942,,,,
China (Hong Kong SAR),2006,Girls,16,0.027607818,0.139512061,0.177844172,,,,
China (Hong Kong SAR),2006,Boys,17,0.056831476,0.19691894,0.227645057,,,,
China (Hong Kong SAR),2006,Girls,17,0.029696417,0.139704601,0.171638794,,,,
China (Hong Kong SAR),2006,Boys,18,0.056620045,0.193218854,0.225702612,,,,
China (Hong Kong SAR),2006,Girls,18,0.035701511,0.147473446,0.175046576,,,,
China (Hong Kong SAR),2006,Boys,19,0.058712878,0.227563447,0.208121664,,,,
China (Hong Kong SAR),2006,Girls,19,0.039467098,0.156960249,0.188570601,,,,
China (Hong Kong SAR),2007,Boys,5,0.11648483,0.29194195,0.163567792,,,,
China (Hong Kong SAR),2007,Girls,5,0.055888358,0.166652827,0.210417785,,,,
China (Hong Kong SAR),2007,Boys,6,0.131790203,0.296736507,0.172912865,,,,
China (Hong Kong SAR),2007,Girls,6,0.061056123,0.174172583,0.211521305,,,,
China (Hong Kong SAR),2007,Boys,7,0.143749081,0.312869725,0.180124006,,,,
China (Hong Kong SAR),2007,Girls,7,0.064513159,0.184002652,0.226643716,,,,
China (Hong Kong SAR),2007,Boys,8,0.15061244,0.332332822,0.185947069,,,,
China (Hong Kong SAR),2007,Girls,8,0.065355654,0.192822041,0.249028985,,,,
China (Hong Kong SAR),2007,Boys,9,0.151013179,0.347447167,0.191293791,,,,
China (Hong Kong SAR),2007,Girls,9,0.063140034,0.197673187,0.270347336,,,,
China (Hong Kong SAR),2007,Boys,10,0.144313004,0.350418403,0.197135173,,,,
China (Hong Kong SAR),2007,Girls,10,0.05802149,0.196376643,0.280241768,,,,
China (Hong Kong SAR),2007,Boys,11,0.131776502,0.339203644,0.203677066,,,,
China (Hong Kong SAR),2007,Girls,11,0.051085302,0.189361377,0.274711506,,,,
China (Hong Kong SAR),2007,Boys,12,0.116100146,0.317909505,0.21026929,,,,
China (Hong Kong SAR),2007,Girls,12,0.043820447,0.17895171,0.257914018,,,,
China (Hong Kong SAR),2007,Boys,13,0.099799268,0.291017525,0.216205478,,,,
China (Hong Kong SAR),2007,Girls,13,0.03732829,0.167192896,0.235175064,,,,
China (Hong Kong SAR),2007,Boys,14,0.08487612,0.262725967,0.220904702,,,,
China (Hong Kong SAR),2007,Girls,14,0.032315758,0.155909542,0.211635447,,,,
China (Hong Kong SAR),2007,Boys,15,0.072682011,0.236596866,0.224024326,,,,
China (Hong Kong SAR),2007,Girls,15,0.029208923,0.146763145,0.191374934,,,,
China (Hong Kong SAR),2007,Boys,16,0.064005278,0.215427988,0.225506336,,,,
China (Hong Kong SAR),2007,Girls,16,0.02838025,0.141355511,0.177165413,,,,
China (Hong Kong SAR),2007,Boys,17,0.059381289,0.201492038,0.225571485,,,,
China (Hong Kong SAR),2007,Girls,17,0.030512254,0.141571749,0.170977282,,,,
China (Hong Kong SAR),2007,Boys,18,0.059162935,0.197765529,0.223665324,,,,
China (Hong Kong SAR),2007,Girls,18,0.036644977,0.149474322,0.174375548,,,,
China (Hong Kong SAR),2007,Boys,19,0.061140367,0.232067002,0.206176919,,,,
China (Hong Kong SAR),2007,Girls,19,0.040438266,0.158966362,0.187885731,,,,
China (Hong Kong SAR),2008,Boys,5,0.120507021,0.297824771,0.161502143,,,,
China (Hong Kong SAR),2008,Girls,5,0.057290088,0.169103525,0.209545768,,,,
China (Hong Kong SAR),2008,Boys,6,0.136177893,0.302894194,0.170705268,,,,
China (Hong Kong SAR),2008,Girls,6,0.062569618,0.176746998,0.210624903,,,,
China (Hong Kong SAR),2008,Boys,7,0.148388099,0.319264492,0.177790309,,,,
China (Hong Kong SAR),2008,Girls,7,0.066103897,0.186699974,0.225692408,,,,
China (Hong Kong SAR),2008,Boys,8,0.155384055,0.338891308,0.183507723,,,,
China (Hong Kong SAR),2008,Girls,8,0.066973729,0.195607653,0.248012992,,,,
China (Hong Kong SAR),2008,Boys,9,0.155798602,0.354072353,0.188777553,,,,
China (Hong Kong SAR),2008,Girls,9,0.064726055,0.200484758,0.269284526,,,,
China (Hong Kong SAR),2008,Boys,10,0.148997364,0.357009962,0.194578779,,,,
China (Hong Kong SAR),2008,Girls,10,0.059516839,0.199137475,0.279176621,,,,
China (Hong Kong SAR),2008,Boys,11,0.136255414,0.345669724,0.201120344,,,,
China (Hong Kong SAR),2008,Girls,11,0.052447996,0.192005729,0.273689391,,,,
China (Hong Kong SAR),2008,Boys,12,0.120287869,0.324163525,0.207749804,,,,
China (Hong Kong SAR),2008,Girls,12,0.045033647,0.181439501,0.256960215,,,,
China (Hong Kong SAR),2008,Boys,13,0.103637982,0.296980626,0.213754544,,,,
China (Hong Kong SAR),2008,Girls,13,0.038397763,0.169508425,0.234297523,,,,
China (Hong Kong SAR),2008,Boys,14,0.088349148,0.268346194,0.218542207,,,,
China (Hong Kong SAR),2008,Girls,14,0.033266622,0.158063053,0.210829968,,,,
China (Hong Kong SAR),2008,Boys,15,0.075820311,0.241869167,0.221755688,,,,
China (Hong Kong SAR),2008,Girls,15,0.030081639,0.148791169,0.190629328,,,,
China (Hong Kong SAR),2008,Boys,16,0.066884661,0.220404626,0.223322932,,,,
China (Hong Kong SAR),2008,Girls,16,0.029228605,0.143320115,0.176461757,,,,
China (Hong Kong SAR),2008,Boys,17,0.062116454,0.206283871,0.223452929,,,,
China (Hong Kong SAR),2008,Girls,17,0.031407258,0.143562952,0.170292073,,,,
China (Hong Kong SAR),2008,Boys,18,0.061891906,0.202533606,0.221583214,,,,
China (Hong Kong SAR),2008,Girls,18,0.037676132,0.151606752,0.173677872,,,,
China (Hong Kong SAR),2008,Boys,19,0.063732011,0.236755517,0.204196141,,,,
China (Hong Kong SAR),2008,Girls,19,0.041494262,0.161100148,0.187167115,,,,
China (Hong Kong SAR),2009,Boys,5,0.124712934,0.303947601,0.159417062,,,,
China (Hong Kong SAR),2009,Girls,5,0.058784135,0.171694886,0.208613457,,,,
China (Hong Kong SAR),2009,Boys,6,0.140750234,0.309293145,0.16847355,,,,
China (Hong Kong SAR),2009,Girls,6,0.064179671,0.179465754,0.209666166,,,,
China (Hong Kong SAR),2009,Boys,7,0.153208544,0.325893844,0.175429226,,,,
China (Hong Kong SAR),2009,Girls,7,0.067793841,0.189543862,0.224671122,,,,
China (Hong Kong SAR),2009,Boys,8,0.160333548,0.345675079,0.181038412,,,,
China (Hong Kong SAR),2009,Girls,8,0.068692106,0.198540704,0.246916352,,,,
China (Hong Kong SAR),2009,Boys,9,0.160761384,0.360916082,0.186228548,,,,
China (Hong Kong SAR),2009,Girls,9,0.066411772,0.20344334,0.268131219,,,,
China (Hong Kong SAR),2009,Boys,10,0.153863781,0.363821339,0.191985725,,,,
China (Hong Kong SAR),2009,Girls,10,0.061109347,0.202043519,0.278017282,,,,
China (Hong Kong SAR),2009,Boys,11,0.140925118,0.352365797,0.198522051,,,,
China (Hong Kong SAR),2009,Girls,11,0.053903403,0.194792034,0.272577523,,,,
China (Hong Kong SAR),2009,Boys,12,0.124675297,0.330662219,0.20518389,,,,
China (Hong Kong SAR),2009,Girls,12,0.04633368,0.184064752,0.255926719,,,,
China (Hong Kong SAR),2009,Boys,13,0.107682095,0.303202786,0.211253456,,,,
China (Hong Kong SAR),2009,Girls,13,0.039547587,0.171956283,0.233352643,,,,
China (Hong Kong SAR),2009,Boys,14,0.092028499,0.274236096,0.216127598,,,,
China (Hong Kong SAR),2009,Girls,14,0.034291892,0.160344025,0.209968715,,,,
China (Hong Kong SAR),2009,Boys,15,0.079161824,0.247416914,0.219434689,,,,
China (Hong Kong SAR),2009,Girls,15,0.031024536,0.150943075,0.189836703,,,,
China (Hong Kong SAR),2009,Boys,16,0.069962529,0.22565891,0.221087972,,,,
China (Hong Kong SAR),2009,Girls,16,0.030145716,0.145407313,0.175716199,,,,
China (Hong Kong SAR),2009,Boys,17,0.065046683,0.21135452,0.221283658,,,,
China (Hong Kong SAR),2009,Girls,17,0.032373363,0.14567864,0.169566154,,,,
China (Hong Kong SAR),2009,Boys,18,0.064815545,0.20758206,0.219451053,,,,
China (Hong Kong SAR),2009,Girls,18,0.038784841,0.153868888,0.172936563,,,,
China (Hong Kong SAR),2009,Boys,19,0.066495362,0.241688311,0.202178868,,,,
China (Hong Kong SAR),2009,Girls,19,0.042625222,0.163358307,0.186401264,,,,
China (Hong Kong SAR),2010,Boys,5,0.129117887,0.31027436,0.157302511,,,,
China (Hong Kong SAR),2010,Girls,5,0.060391742,0.174458788,0.207621389,,,,
China (Hong Kong SAR),2010,Boys,6,0.145519881,0.315896701,0.166207461,,,,
China (Hong Kong SAR),2010,Girls,6,0.065907901,0.182362267,0.208644949,,,,
China (Hong Kong SAR),2010,Boys,7,0.158221746,0.332718838,0.173030812,,,,
China (Hong Kong SAR),2010,Girls,7,0.069605095,0.192569381,0.223577959,,,,
China (Hong Kong SAR),2010,Boys,8,0.165472105,0.352642414,0.178529826,,,,
China (Hong Kong SAR),2010,Girls,8,0.070533427,0.201657926,0.24573464,,,,
China (Hong Kong SAR),2010,Boys,9,0.165913249,0.367934327,0.183638154,,,,
China (Hong Kong SAR),2010,Girls,9,0.068220265,0.206587077,0.266880486,,,,
China (Hong Kong SAR),2010,Boys,10,0.15892449,0.370807187,0.189347823,,,,
China (Hong Kong SAR),2010,Girls,10,0.062822216,0.205133602,0.276755564,,,,
China (Hong Kong SAR),2010,Boys,11,0.145798056,0.359246281,0.195874046,,,,
China (Hong Kong SAR),2010,Girls,11,0.055474423,0.197758872,0.271368219,,,,
China (Hong Kong SAR),2010,Boys,12,0.129274995,0.337360933,0.202563082,,,,
China (Hong Kong SAR),2010,Girls,12,0.047742784,0.18686507,0.254807593,,,,
China (Hong Kong SAR),2010,Boys,13,0.111944376,0.309641519,0.208693145,,,,
China (Hong Kong SAR),2010,Girls,13,0.040799128,0.17457269,0.232336797,,,,
China (Hong Kong SAR),2010,Boys,14,0.095927243,0.280356385,0.213651103,,,,
China (Hong Kong SAR),2010,Girls,14,0.03541209,0.162787272,0.209050295,,,,
China (Hong Kong SAR),2010,Boys,15,0.082719944,0.253204493,0.217051003,,,,
China (Hong Kong SAR),2010,Girls,15,0.032057654,0.153252681,0.188997406,,,,
China (Hong Kong SAR),2010,Boys,16,0.073252557,0.231158639,0.218790966,,,,
China (Hong Kong SAR),2010,Girls,16,0.031151856,0.147650771,0.174930123,,,,
China (Hong Kong SAR),2010,Boys,17,0.068185881,0.216674194,0.219053607,,,,
China (Hong Kong SAR),2010,Girls,17,0.03343217,0.147953599,0.168801161,,,,
China (Hong Kong SAR),2010,Boys,18,0.067947776,0.21288172,0.217259794,,,,
China (Hong Kong SAR),2010,Girls,18,0.039995088,0.156297803,0.172152615,,,,
China (Hong Kong SAR),2010,Boys,19,0.06943723,0.246829797,0.200115593,,,,
China (Hong Kong SAR),2010,Girls,19,0.043850737,0.165769943,0.185586592,,,,
China (Hong Kong SAR),2011,Boys,5,0.133725922,0.316845751,0.155170488,,,,
China (Hong Kong SAR),2011,Girls,5,0.062125352,0.177416715,0.206570706,,,,
